review_body,class
"Construccion deficiente, mala succion, no hace nada...Solo te deja enrojecida la parte donde chupa y poco mas..ni espinillas, ni poros negros ni nada...",0
"Contamos con la mochila y nuestra bebé fue muy chiquitina así que lo compramos. Personalmente sigo utilizándolo alternándolo con la mochila. Me gusta más el contacto que proporciona. Recomendable, aunque caro.",1
"Contenta con el producto, en perfecto estado muy bien embalado, pero tardo un día más de la fecha de entrega.",0
"Contentos con el producto. El problema es que te lo traen de China. Si lo se no lo compro, porque tardó un mes en llegar.",1
"Contra: la pedí de un color y me llegó de otro totalmente distinto al que yo elegí, sin darme ningún tipo de explicación Pro: el coche me reconoce perfectamente la tarjeta dentro de su funda y para abrir/cerrar el coche como para arrancar el motor no necesito sacar el mando del bolsillo",1
Copas bien de tamaño pero de contorno es bastante grande. Lleva a todo alrededor silicona la cual cuando hace calor hace rodadura en el contorno de la espalda,0
Correa demasiado grande y al final no me gustó el diseño.,0
"Correcto ,buen precio",1
Correcto envío y montaje,1
Correcto pero no funciona. Al 100%,1
Correcto. Nada más se ajusta bien pero la calidad es solo aceptable y da calor,1
"Corta bastante bien.el problema que tiene es que la batería dura menos de lo que indica el fabricante.otro punto en contra es el cabezal redondo para rasurar,se desmonta solo a la mínima presión.no tiene mucha pontencia al final tuve que devolverla y optar por otra.",0
Corta poco y mal. No lo recomiendo,0
"Cortauñas para bebes que bajo mi opinion no se puede usar en bebes pequeñitos, mi bebe tiene 3 meses y me es muy dificil de utilizar dado que es muy grande para sus uñitas. Seguro que de mas grande le dare un mejor uso.",1
Corte femenino... Gustaron como regalo,1
"Creia que sería mala cuando compré pero tanto no imaginaba. La protección, la calidad de la tela, cremalleras todo son malísimas. Hace 2 dias que la compramos y ya está roto los enganches de la espalda. Es que es un perdido del dinero.",0
Crema muy normalita. Nada especial. Necesito nutrir bien mi piel y esta crema se queda corta para mí personalmente.,0
"Crema muy regular, huele de petróleo. Ni suaviza, ni hidrata piel ni en ningún caso. Malísima. No tengo buenas palabras.",0
"Creo q da un talla mas de la q es, de todas formas la devolvimos pq la tela era muy fina.",0
Creo que hay cosas que en la lactancia no pueden faltar cuesten lo que cuesten y el cojín este es algo que ayuda y alivia tareas repetitivas. Los brazos te darán las gracias aunque tengas bebé no demasiado pesados,1
"Creo que no es original porque yo he olido la de la perfumería y olía bastante más, por lo tanto no la recomiendo.",0
"Creyendo que iba a poder prescindir de los ambientadores con el uso de este purificador, y sin fumar en el coche, el resultado ha sido mas bien escaso al esperado. De vez en cuando viene algún resquicio de olor a lejía pero son mas bien escasos.",1
Creía que eran polvos y es maquillaje compacto,0
Creía que sería de mejor calidad,0
"Creímos que el sonido era con pilas y control de tiempos, pero no es así, es un simple muñeco para bebés que hay que apretar para que suene.",0
"Cuando he recibido el producto me he dado cuenta que no era el esperado: La descripción de cabecera del anuncio está incorrecta, ya que pone 300 ml y en verdad es de 150 ml, que es lo que pone cuando entras al detalle del producto. El problema es que esto puede causar confusión, como ha sido mi caso, y he comprado el producto a este proveedor cuando en otros sitios el mismo producto con el tamaño final (150 ml) salía más barato. YO creo que deberían compensarme o dejarme devolver el producto sin coste, ya que he comprobado que me cuesta 3 eur hacer la devolución. Adjunto imagen que demuestra que pone 300 ml. Gracias y saludos.",0
Cuando la bebé es pequeña su Cabeza no queda bien sujeta y recta ya que el asiento de la hamaca no no es rígido. A partir de los 3meses es más práctica y se balancea.,1
Cuando le pones el líquido antimosquitos se deshace el plástico. La primera vez pedí reemplazar el producto acaso estuviera defectuoso. Al segundo le pasó igual.,0
"Cuando limpiamos el coche, ayuda a dejar un buen acabado... que durará dos días. Recomiendo invertir en ceras duras que aunque más caras, vienen a durar al menos 3 meses.",0
Cuando lo llevas colgado en el carro es muy incomodo de cerrar la cremallera.No me lo volvería a comprar,1
"Cuando lo recibí hace unos meses se veia de buena calidad,pero el tiempo se depegan ,es una pena porque el diseño es bonito",0
"Cuando lo utilizo sin los accesorios interiores la tetina se chafa y deja de salir la leche, hay que sacarlo de la boca del bebé y dejar entrar el aire. También, después de comprarlo lo vi más barato en mi farmacia habitual 😣",0
"Cuatro pares de calcetines de muy buena calidad a muy buen precio, y envío rápido y sin problemas, muy contenta con la compra",1
Cubre bien pero los imanes no son muy fuertes y los enganches se rompen con facilidad,1
"Cuesta un poco encajarlo en su sitio, no es identico al de serie... Tambien difiere el color ya que este es brillante y el limpiaparabrisas es mate, pero bueno por lo que cuesta para salir del paso esta bien.",0
"Cuidado color muy claro. Para que se note tienes que tener el pelo totalmente blanco. El precio excesivo, más de tres euros del precio habitual de la misma marca en mi tienda de peluquería. Deja el pelo bien hidratado y sin signos de castigo.",0
Cuidado con los gastos..ojo ..cuesta mas los gastos q el producto y tardas mucho en recibirlo....pero amazon me respondio muy bien,0
Cumple a la perfección. Productos peores están más caros en un hipermercado.,1
Cumple aunque a veces falla.,1
Cumple bien con el propósito. Buena relación calidad precio. Me costó un poco ponerlo pero en términos generales está bien.,1
Cumple con la calidad... Lo recomiendo.,1
"Cumple con las expectativas, lo unico que cuando las utilizas huele mucho y no me gusta el olor. Es mas practico que el liquido",0
Cumple con lo anunciado,1
Cumple con lo que anuncia.,1
Cumple con lo que expone,1
"Cumple con su finalidad, ha evitado ya varios chichones a mi hijo, aunque el ajuste no sea perfecto del todo.",1
"Cumple con su labor de eliminar el error de canbus (Mercedes clk).A veces da error si no se conecta bien la polaridad de la bombilla, hay que desconectarla y cambiar la polaridad.",1
"Cumple con su misión, que es proteger las gafas. Un poco voluminosa pero sin problemas.",1
"Cumple con todas mis expectativas, muy buena relación calidad-precio",1
Cumple la función pero por detrás es blanco sin mas. Desde fuera queda bastante feo. Es un trapo sin mas.,1
"Cumple las características, y está confeccionada en una tela aparentemente buena...",1
Cumple lo anunciado en toyota chr,1
Cumple lo establecido en las características del equipo.,1
"Cumple lo prometido, es justamente lo que pone en la descripción del vendedor. Caro pero muy útil si tienes crios.",1
Cumple más o menos con lo que anuncia. Aunque creo que le falta algo de potencia. En ocasiones es necesario hacer más de una pasada para recoger algunos objetos. Pero está bien y viene bastante equipado.,1
Cumple perfectamente con las espectativas creadas,1
"Cumple perfectamente con lo que buscábamos, entrega puntual, fácil montaje y queda perfectamente anclado al somier, lo recomiendo.",1
"Cumple sobradamente con lo prometido, la marca ya es una garantía ya que fue pionera en el sector, salieron otras marcas pero creo que con menor calidad, lo malo destacar su alto precio.",1
"Cumple su cometido correctamente ,fácil de montar se desplega con un solo gesto y parece de bastante calidad.Embalaje perfecto.",1
"Cumple su funcion basica , baja calidad ,embalaje dañado y las cajas originales del producto golpeadas",0
"Cumple su funcion, evitar rozaduras. Y al niño, de año y medio, no le molestan. Muy bien!",1
"Cumple su función de sombrilla, pero el enganche al carro no tiene mucha fuerza y se desliza, además se sale mucho de la parte fija. Esperaba mas",0
"Cumple su función medianamente. De 6 ventanas, en una se ha levantado el film por en medio, por poner una ventosa. Creo que la gente que comenta que ""no pega"" es porqué no ha quitado el plástico de protección. Se adhiere correctamente. Es un poco frágil y hay que ir con cuidado al instalarlo, y si no sale bien... a repetir. Recomiendo cortar la plantilla por la parte de fuera de la ventana, con una luz potente desde el interior para hacer un buen ajuste.",1
Cumple su función para limpieza del coche,1
"Cumple su función pero preferiría que fuera un poco, todo y no ser duro, un poco más blando. Si lo buscas más blando compra el Pikolin.",1
Cumple su función y es justo lo que se promociona.. Se pone con facilidad y después de dos meses sigue perfecto,1
"Cumple su función, aunque si fuera un poco más ancho sería perfecto. Al no tener ventosa aunque el peque tire de él no lo rompe. Tapa bastante del Sol.",1
"Cumple su función, la caja bastante endeble pero es lo de menos, el envío a sido muy rápido, yo le he utilizado para un peugeot 307.",1
"Cumple su función, la única pega que la batería no dura más que unas 3 días de uso moderado, pero mientras se carga también se puede usar",1
"Cumple su función, o eso espero. Le encuentro una pega: hay que tener cuidado al apretarlas y aflojarlas para no pasar los dientes y que a posteriori no se puedan soltar",1
"Cumple su función. Es el típico suelo de goma Eva. Está bien de grosor, no es ninguna maravilla pero no se ve fino. Como necesitaba cubrir una superficie grande me ha merecido la pena. Si lo que se busca es una calidad espectacular hay que irse a modelos que parten de los 80€ (y son mucho más pequeños).",1
"Cumple su misión, no estropear el asiento del coche y organiza las cuatro cosas de la peque.",1
"Cumple, buena calidad pero demasiado grandes.",1
Cumplen con su función aunque a simple vista para desmontar unos amortiguadores asustan por su aspecto endeble. Solo para uso casero porque la calidad de los materiales no reflejan un gran número de usos para los mismos.,1
"Cumplen con su función.Precio acorde a su calidad. Quiza el precio me parece un poco excesivo, pero dentro del mercado fueron las que mejor me parecieron.",1
"Cumplen su función y son una monería, me encantan. van en el coche, y con los deditos fuera para poder trabajar.",1
"Cumplen su función, pero no tengo ni idea de como se puede recargar, despues de su 1er uso. Las indicaciones dice recargable, pero no se como.",0
Cumplen todas mis perspectivas . Fácil colocación y una luz espléndida . Luz muy potente y blanca . Son los Segundo que pongo en mi moto y estos son estupendos,1
Cumplió con mis espectativas,1
"Cuna o parque de viaje teóricamente de fácil montaje, y digo teóricamente porque me costó la misma vida. El truco está en no intentar desplegarla por completo antes de fijar las barras laterales. El colchón que venden a juego, es una colchoneta, para mi no cuesta lo que vale, demasiado fino para que el peque duerma, quizás para que juegue a modo de parque, si...pero poco más. Una vez plegada, ocupa muy poco espacio. Le daría un 7 sobre 10",1
Cálidad precio geniales. Bien acabadas y muy bonitas.,1
Cómo bien dicen el único problema es que la tira roja está un poco desviada y cae .. pero es algo con fácil solución por lo demás calidad precio genial.,1
Cómo decoración.... monísima. En cuanto sales de ciudad no tienes recepción de emisoras ninguna!,0
"Cómoda, versátil, muy bonita. Tiene varias posiciones y funda lavable.",1
Cómodo muy practico y además se puede grabas el nombre del bebé sin problema,1
Cómodo y manejable para dos gatos.,1
"Cómodo, fácil de instalar. Llegó en tiempo récord. Excelente calidad /precio. Muy recomendable para niños de más de 4 años. De grupo 2 no tanto porque no se reclina.",1
"Cómodos y agradables además de bonitos y chulos, quedan perfectos con unos vaqueros azules. En cuanto a la talla no ha habido problemas, se ajustan a la perfección",1
"Cómodos y agradables, lo justo para el tema",1
"Cómodos y calientes pero se me caen todo el rato,un poco rollo,el elástico no aprieta casi nada y se bajan constantemente",1
"DA POR LO MENOS 3 TALLAS MENOS DE LA QUE UNO USA--sevicio de envio, perfecto. color y diseño exacto al de la foto.",0
Da alertas falsas y no avisa cuando lo sacan del radio de seguridad.,1
Da buena luz pero no pasa la ITV,0
Da el pego pero si te la pegas te matas ¿dónde está la bufanda? Dicen que dan una bufanda...¿donde está la bufanda?,0
"Da luz suficiente, pero la forma de enganchar el foco a su base no me gusta por débil y mal diseño, se sale de la base al intentar encenderlo o apagarlo, los cables son demasiado finos",1
Da mucha calor y es bastante incomoda,1
"Da mucha talla, compre la XXL, pensando para que quedara amplia. La cambie por una talla menos y fenomenal.",1
"Da más talla de la que esperaba, nada q ver con las medidas. Y la tela deja mucho q desear",1
Dan buena luz pero son un poco gruesas en la parte que se introduce en el portalámparas.,1
"Dan menos talla de la que pone. Pedí una L según las medidas que indican y me ajustan un poco, y eso que la medida que me da no se acerca a la medida maxima.",1
Dan poca luz y el botón no siempre responde bien. Le doy 2 estrellas por el precio y envío. Las devolví.,0
"Dan poca talla, no sirven para usar con el móvil",0
"De XXL nada, es muy pequeña y apenas me sirve",1
"De acabados correctos, los materiales de fabricación son medios y el cordón es muy endeble y se deshilacha facilmente. Cumple su función pero no es para tirar petardos.",1
"De buena calidad y de fácil uso. En mi caso, la utilizo por mera decoración por lo que no puedo evaluar la capacidad de evacuar el calor. Lo que no me gusta son las bridas metálicas, no son fáciles de apretar en sitios difíciles, de hecho he tenido que comprar unas bridas de tornillo.",1
"De calidad igual al original, en la instalación no se tarda más de 5 minutos.",1
"De china, na del otro mundo",0
"De dispensador nada, y no me dieron la opción de color...me lo enviaron rosa",0
"De estética están bien, pero solo es eso... Las limpie el otro día y una de las láminas se salió de las guías de la lente y no ha habido manera de volver a ponerlas correctamente....",0
De estética muy bien en cuanto funcionalidad... te trae un código QR que el servidor de la página nunca va y con otras apps no puedes usar las funciones de la carcasa,1
De larga duración no tiene nada!!!!,0
"De las 10 sólo funcionan dos, un engaño total.",0
De las 2 bombillas que me llegaron 1 se ha fundido a las 2 semanas la otra de momento va bien.,0
"De las 6 bombillas que vienen, 3 dan un color blanco puro, las otras 3 son de un color mas amarillento. De momento funcionan. Haber cuanto duran...",1
"De lo peor que he comorado,devuelto",0
De lo último nunca llegó!!,0
De los 24 unos 7 han llegado secos imposible de utilizar.,0
De lujo valen a la perfección hiunday i20,1
"De madera muy ligera, con agujeros para colocar el incienso mal hechos. Muy caro para lo que es, no merece la pena",0
"De metal, mas menos buen acabado. La pega y por eso mi valoración. En la mia un cristal es un poco mas claro que el otro y un ojo se te ve un poco mas que el otro. No está mal para el precio que tiene pero no las volveria a comprar.",0
De momento bien las he comprado para los indicadores del cuadro de un mercedes sl - - - - -,1
De momento cumple las espectativas. Lo he probado varias veces y sigue haciendo su trabajo. Muy contento por el momento y bastante útil,1
"De momento estamos contentos, es ligera y bien aprovechada, muy cómodo de llevarla.",1
De momento la he probado una vez pero no me ha funcionado muy bien la crema no gotea pero igual no lo hago correctament,0
"De momento va muy bien y es el tamaño, y la potencia que quería. Lo que hace falta ahora, es que me dure unos años.",1
"De momento van perfectamente ,espero que tengan una buena duracion",1
De momento ya se retrasó 2 semanas y sigue sin llegar. Sigo esperando... Y pongo una estrella de momento por que no deja poner 0. Cuando llegue si llega ya lo valoraré.,0
"De tamaño son bastante justos para una cabeza adulta de tamaño mediano , en cuanto a variedad de colores bien , la calidad regular son de plástico no muy duro aún no los he probado para los invitados ... Espero que duren .vinieron sin problemas , a punto y perfectos",1
De vergüenza. A parte de tardar casi 3 meses. Llega por correo con ca caja medio rota..y el sonajero....recomiendo no dárselo a ningún niño y menos un bebé.,0
"Deberian modificar el título de producto, ya que no son nada recomendables para niñas porque el tamaño de la felpa es un poco grande y no son apenas elásticas. Los colores si son muy similares a los de la foto de portada del producto.",1
"Deberían ser más pequeñas lo de envolver la pierna, al final en mi boda no las pude aprovechar 100*100 👋",0
Deberían tener mejor calidad los materiales.,1
"Decepcionante. Algodón áspero, que pica, de mala calidad, costuras que dejan mucho que desear. Lo compre por la marca y lo tuve que devolver.",0
"Decepción. Tengo dos más de otras marcas y me van muy bien. Con este, cuando pongo las asas, es muy difícil encajarlo bien y siempre acaba derramándose algo. AL final he optado por prescindir de las asas",0
Deja mucho que desear no hace el efecto espejo se queda en la uña casi tal cual y no termina de recubrir bien....,0
"Deja pelo brillante, pero no cambia mucho el color. Y yo necesitaba pelo castaño oscuro. Dejaba mi pelo medio marrón y bastante rojo.",0
"Deja que desear. Como mascarilla la verdad me esperaba mucho mas, a mi personalmente no me da la sensación de que me hidrate-repare mucho, despues de dejarlo mas del tiempo indicado el pelo no me queda muy suave. Tengo que comentar que el paquete no vino nada protegido y parte del producto se derramó. Tuve que realizar la reclamación correspondiente. No creo que vuelva a comprarlo.",0
Dejan pasar la luz No pegan a veces bien,0
"Demasiado aceitoso, deja un acabado que hay que terminar por pasar un secante por la zona. Probaré otras marcas.",0
Demasiado brillo y la talla se hace más pequeña de lo marcado.,0
Demasiado caro para lo que es.,1
"Demasiado espesos, todos los colores son iguales el blanco es el único distinto de resto la gama de rosados son iguales",0
Demasiado fina y talla un poco grande no me convence mucho Me esperaba otra cosa pero es igual q en la foto,1
Demasiado frío para mi ojete.,1
Demasiado grande para lo que necesitaba (aunque vengan medidas...me equivoqué..)pero no está nada mal.buena piel y acabado.color marron bonito .,0
Demasiado grande y el cuello en forma de pico muy ancho peligroso para el bebé porque se lo sube a la cara y se puede ahogar,1
"Demasiado grande y rigida, la parte donde se encaja el reloj es super ancha y ocuoa mas q la propia muñeca, ademas de que es durisima, por lo que se hace muy incómoda",0
Demasiado hueca y muy mala calidas,1
Demasiado pequeño me han devuelto el dinero,0
Demasiado pequeño y tome medidas,0
Demasiado pequeño. Además el cristal tiene mucho aumento y marea al mirar por el. La pinza no agarra bien y se salta con facilidad.,0
Demasiado potente me hizo una herida al sacarlo. A mí no me fue bien.,0
"Demasiado sensible, incluso a veces suena sin motivo, no te quedas tranquilo cuando lo pones por miedo a que empiece a sonar sin más",0
Desde el tercer lavado con el lavavajillas se ha ido despegado el dibujo y se va quedando blanca. Mala calidad,0
"Desde luego la talla se queda pequeña. Este lo compre de regalo para una niña de 6 años (se supone que es la talla) y al final se lo ha quedado mi hija de 4 y le queda perfecto, dudo que llegue al año que viene.. Así que si lo compras, pide una talla por encima sin ningún miedo. El pijama al desempaquetarlo huele un pelin mal, a almacén, pero no excesivamente, con un lavado listos. Bastante fino, para mi hija calurosa que se destapa pues bien, pq así no se destapa, para normalmente seria para primavera. Por supuesto la niña encantada con su pijama de lady bug",1
"Desde que probamos estos chupetes ya no he comprado otros. Son simétricos, algo que puede ser cómodo, tienen buena durabilidad, salvo cuando le da por morder los constantemente (algo obvio), no se ensucian por dentro como los de otras marcas y además son bonitos.",1
"Desgraciadamente, este producto NUNCA lo recibí. Se lo he comunicado hace unas semanas. Pero NUNCA tuve ni contestación al respecto, ni artículo encargado y pagado. La verdad estoy un poco defraudada.",0
Despues de 3 meses caput. Luz buena/ duracion pesima. Asi que no repetire prefiero buscar otras opciones. Muy caras para lo que duran. Las originales del coche duraron 2 años (toyota prius),0
"Despues de un par de meses de uso uno de ellos se ha descosido, sin embargo los ganchos de metal estan en perfecto estado por lo que repararlo ha sido muy sencillo y seguimos usandolos.",0
"Después de 2 meses esperando el paquete, jamás llegó.",0
Después de 4 meses dejó de funcionar,0
Después de 6 meses de uso marca error..,0
Después de casi 3 semanas no me han llegado. 15 días de retraso respecto a la fecha de entrega informada. No puedo estar contento....,0
"Después de casi un mes de uso, sigo sin percibir absolutamente ningún resultado. Ni purifica el ambiente, ni absorbe la humedad, ni nada que se aprecie. No digo que el producto no funcione, sino que a mí no me está funcionando, a pesar de que lo he tenido al sol más de 4 horas seguidas en dos ocasiones desde que lo compré. Pudiera ser que un solo saco sea insuficiente para una habitación de unos 12 metros cuadrados, pero de todos modos pienso que por lo menos en la zona donde lo tengo colocado debería notarse algo. Por otra parte, alguien del servicio de atención al cliente, muy amable, se ofreció a enviarme otro saquito sin cargo para completar la acción del que compré, pero a dia de hoy ni lo he visto, ni lo he olido, (nunca mejor dicho). Vamos, que no he recibido nada. Y por cierto, no se esfuercen, que esta vez no voy a borrar el comentario. Gracias.",0
"Después de esperar casi un mes el producto, es tirar el dinero, resultado nefasto, no lo recomiendo en absoluto.",0
"Después de esperar y esperar ya que cada día según el seguimiento, ya estaba a punto de llegar, llamé a atención al cliente y me dijeron q el producto ni si quiera había salido de su fábrica. Nos han mareado y cambiado versiones en varias ocasiones. Para nada recomendable.",0
Después de intentar pegarlo me di por vencido. No pegaba y habría que amarrarlo de otra forma. Devolución muy rápida,0
Después de llegar el paquete vacío me lo han enviado . No parece de fiar ya que no trae precinto de garantía. No lo voy a usar.,0
Después de poco más de un mes de usarlo ya no se carga. Así que ya no lo puedo utilizar,0
Después de ponerlo me dá por mirar el cartón donde viene y está caducado desde mayo del 2018.,0
"Después de probar otros, he de decir que siempre volvemos a este, tiene buen olor y cumple su función. Eso sí, el tanque hay que vaciarlo cada dos días o tres para evitar malos olores.",1
"Después de probarla durante meses y habiendo probado recientemente otras ceras de la competencia puedo decir que ésta cera lo único bueno que tiene es el diseño del bote. Grasienta con el paso de las horas, olor empalagoso con días de calor, fijacion que se viene abajo a las pocas horas y si hace calor mejor ni usarla.",0
Después de semanas usándolo no hace efecto alguno,0
Después de un mes y medio esperando aún NO me ha llegado el pedido Estoy q la espera de que me den una solución,0
"Después de un mes y medio, ha dejado de tener succión, se ha caído y el espejo se ha roto completamente. El período de devolución ha terminado. Por lo que ahora es imposible reemplazarlo",0
Después de un solo uso y tras proceder a su limpieza y esterilizado el tape de la campana de succión se ha deformado dejando el aparato inservible.,0
Después de un tiempo de uso no me gusta demasiado porque deja pasar mucho el sol y tengo que seguir poniendo una tela en la ventanilla ara que a mi bebé no le de tanto sol cuando vamos en el coche.,0
"Después de una semana de uso empezaron a deshacerse. Es normal que se vayan rompiendo por el tiempo, pero no tan rápido.",0
Después de venir incompleto Aún no sé qué tal No ha llegado el producto Cuando llegue cuento El reparto pésimo,0
Después del primer lavado ha encogido. La primera vez que me lo puse me quedaba bien y después de lavarlo casi no me cubre la barriga,0
Detecta los errores y los borra sin problema. Se necesitaria un manual mas extenso para saber y aprovechar todas sus funciones.,1
"Devolvi el que pedí porque no se ajustaba a mis medidas elegidas, he pedido una talla menos y me ha llegado este que lleva unas etiquetas indicando el material pero es muy vistoso y quedan muy feas,las anteriores no lo llevaban y la tela era mas suave. Hay un error de costura y esto no me ha gustado nada no se si devolver el producto de nuevo, no estoy satisfecha del todo.",0
Devuelto 2 veces: he comprado el kit de 3 unidades y sólo ha llegado una. Lo reclamé y devolví y me volvió a llegar una unidad.,0
Devuelto el producto por no incorporar la bolsa de transporte que indicaba en descripción.,0
Dice producto entregado y no lo he recibido,0
Digamos que han venido secos dudo que compre más productos de esta marca.,0
"Directamente. Calidad baja no, bajísima. Me parece una vergüenza que se vendan estos artículos en amazon. Y a este precio!!!! Los adhesivos (súper cutre) no pegan, la tela no cubre el sol!!!. De verdad... voy a empezar a sospechar de las reseñas que leo... en serio, porque lo compré porque vi que las reseñas eran buenas. Para comprar esto, me dirijo a cualquier bazar de todo a 1€ del barrio... o en Aliexpress, que vende exactamente lo mismo. Pero de Aliexpress sí me espero ese tipo de calidad, por 5€... de Amazon, por el triple, no. Compro en Amazon buscando calidad y me encuentro con todo lo contrario... que lástima.",0
Diseño bonito y muy práctica. Es grande y mullida para el juego del bebé en el suelo.,1
"Diseño bonito, tejido agradable, sin embargo al ser talla única se debería tener en cuenta que tuviera forma para las caderas, es demasiado recto.",1
"Diseño estupendo, sienta genial, pero... destiñe al lavarla, bastante, aconsejo lavar por separado.",1
"Diseño muy bonito aunque algo resbaladiza, pero empeora drasticamente las coberturas movil y gps del móvil haciendo que donde siempre tenia cobertura ahora no, y el gos se vuelve loco.",0
"Diseño muy bonito, práctico",1
Diseño muy original y divertido que había visto en la serie. La camiseta es de muy buena calidad y su tamaño se ajusta perfectamente al estándar,1
"Diseño, color, precio",1
Distorsionan la imagen. Solo para llevarlas poco rato.,0
Diversidad de colores,1
Donde puedo conseguir el palo Q lo Sujeta?,0
Donde viene el código pro ?? Me a llegado oy y no se donde está el código pro,1
"Dos cinturones que cubren sobradamente mis expectativas. Fuertes y resistentes, muy prácticos. Una elección muy acertada",1
Dos de ellos llegaron con fallo en la impresión. Al ser en el centro se notaba mucho el defecto,0
"Doy una estrella por dar algo. Un engaño, al mes ya se pararon las agujas y la tuerca de q va a rosca se quedo encajada y era imposible mover las manillas para poner la hora. Un verguenza",0
"Doy una estrella por la respuesta rápida del vendedor. Esto es una responsabilidad no se si por parte de Amazon o el propio vendedor. He pagado el envío urgente....y el mismo día de recibirlo según el seguimiento del pedido me encuentro que hay problemas y se retrasa. Se solicita el reembolso del envío urgente me indican que la mitad me devolveran. No creo que vuelva a comprar, al menos a este vendedor. Ya veremos cuando lo recibo, si es que llega alguna vez.",0
Dura muy poco se rompen fácil los tetones,0
EL COLOR.Y BASTANTE AMPLIO,1
EL PEDIDO TODAVIA NO ME HA LLEGADO.......(;,0
EL PRODUCTO ESTÁ BASTANTE BIEN Y LAS NIÑAS SE VEN MONISIMAS CON LA CORONA PUESTA DURANTE SU GRAN DÍA,1
"EL PRODUCTO NO ha LLEGADO y es la segunda vez que lo pido en esta semana, y lo que es peor me han puesto que el pedido llegaba un día en concreto, haciéndome esperar todo el día; al anochecer de ese día, dicen que espere hasta 3-4 días que viene retrasado, pero ahora Amazon manda un mensaje que llega mañana.....La VERDAD , que es una falta de SERIEDAD y FIABILIDAD por parte de Amazon( y eso que pago Amazon Prime), hacerme esperar durante 3 días( todo el día), avisando al final del día que no llegaba el pedido.",0
"ERA PARA MI HIJO , LE HA GUSTADO CUMPLE CON SU FUNCION, EL COLOR NO ES COMO EL DE LA FOTO PERO BUENO A EL LE GUSTA , Y LE QUEDA BIEN , ES COMODO Y ABRIGA",1
"ES MUY POCA LA CANTIDAD, POR LO QUE RESULTA CARO.EL EFECTO , NO SE OBSERVA MEJORIA EN NADA , NI TAN SIQUIERA EN CELULITIS SUPER LEVE . EL TARRO NO DA NI PARA CINCO APLICACIONES.UN FRAUDE",0
ES UN ACEITE DE MOTOR BUENO YA QUE YO SIEMPRE UTILICÉ DICHO ACEITE EN LOS AUTOMOVILES QUE TUVE EN MI HABER.,1
"ES calentito, de felpa por dentro, es bonito y bastante sexy. A mí me encanta para invierno, puedo llevar vestido sin pasar frío.",1
Eb la foto pone qje tiene un dibujo de un oso y luego no es asi,0
"Económicos, cómodos y calentitos.",1
"Edito la reseña porque se ha estropeado sin haberlo usado. Hay copias chinas de un euro que merecen mas la pena viendo que este siendo original y americano como si eso fuera lo mas grande del mundo, se estropea solo con mirarlo. Un fiasco, dinero tirado.",0
"Efectivamente no se desliza en el asiento, caracteristica fundamental en este tipo de artículos. Excesivamente delgada, por lo que pierde en comodidad pero gana en adaptabilidad. Fácilmente lavarle. Cumple su función de protección del asiento. Bolsillo frontal muy práctico por su ubicación.",1
Efectivo en condiciones de poca luz o de noche. De día sería más deseable más intensidad. El producto cumple con lo que promete.,1
Eficacia probada. Funciona muy bien. No le doy 5 puntos porque la durabilidad podría ser mejor.,1
"El Producto no encaja 100% en el vehículo, fabricación de calidad dudable, capacidad de frenada dudable, precisión de fabricación dudable",0
"El abrigo es calentito y muy bonito. No pesa nada y es muy como de llevar. El único problema es que talla muy pequeño y más si se lleva varias capas debajo. Como había leído los comentarios, ya cogí dos tallas más de la mía y aún así me va justo.",1
"El abrigo es cojonudo pero da mucha talla, yo me compré una M y parecía XL, lo tuve que devolver.",1
"El acero parece bueno y encajan y sujetan a la perfección, pero el color negro se lo da una capa de pintura que se desprende cuando las has montado-desmontado un par de veces. Bien por el precio pero no demasiada calidad",1
El ajuste de las cintas del colecho es mejorable,1
"El ajuste es bueno, pero lo gris de los dedos a durado un día de moto ya se desgastó, ahora veré que dura lo demás y lo pondré.",1
El ajuste no va bien y salta por cualquier cosa. Un coche o moto que pase por su lado y ya salta... incluso al mínimo de sensibilidad. Es tirar el dinero. No lo recomiendo.,0
El algodon es de una calidad razonable para el precio y la imagen está bien.,1
"El altavoz en si está bien, pero no me coge ninguna( ni una siquiera) emisora de radio. La radio la escucho mucho así que no cumple con lo que yo esperaba por lo tanto lo voy a devolver",0
El ancho no da para abrochar con la medida estándar de sujetador.,0
"El anuncio indicaba que el cepillo tenía cerdas naturales, aparte de las púas de plástico, y el que me enviaron es una versión simplificada, sólo con las púas de plástico. Me ha parecido una estafa.",0
El anuncio no detalla que trae separadores de fotos y tengo fotos de un tamaño más grande que no puedo poner en este álbum,0
"El aparato cumple mas o menos su función al generar presion inversa, pero esta se pierde fácilmente tanto por la valvula como por el sello que hace contacto con la piel.",0
"El aparato es muy normal, pero sirve para su propósito. Para personas más altas de 175cm se queda pequeño, además, cada vez que da una vuelta los pedales suena un clack muy molesto. Llevo usándolo dos semanas y por ahora dura. Mido 190cm y he tenido que sacar el asiento lo máximo, hacer un agujero nuevo y dejarlo fijo con un tornillo, y aún así, no estiro la pierna entera. También, lo que indica el cuadro no es correcto, menos el tiempo que llevas.",1
"El aparato está muy bien acabado y la música está muy bien, pero o mi aparato aspira mal o no es muy eficaz para aspirar todos los mocos de mi bebe. Los mocos los humedezco antes con suero, pero no lo aspira bien. Funciona mejor los manuales de aspirar con la boca",0
El aparato funciona bien pero no me han mandado lo que pedí me ponía que tiene la función espejo y no la tiene,0
