,review_id,product_id,reviewer_id,stars,review_body,review_title,language,product_category
178647,es_0660879,product_es_0317988,reviewer_es_0113192,5,Lo que menos me gusta es que los pompones que van en los botones no están cosidos sino que cada vez que se ata hay que ponerlos ( traen una goma para engancharlos a los botones). Pedí una talla 3-4 para una niña de 2 años y es su talla justa.,Bonito,es,apparel
149053,es_0000211,product_es_0415601,reviewer_es_0788190,4,Buena calidad precio,VBIGER Cinturón Lona,es,apparel
9312,es_0135857,product_es_0694395,reviewer_es_0167843,1,Mala no pésima calidad.. En menos de un mes se a roto por varias partes tal es así que la tengo pegada con cinta de doble cara,Una pena de materiales,es,apparel
50955,es_0581571,product_es_0484864,reviewer_es_0013726,2,"La tela es muy fina, y aunque sujeta, no moldea lo necesario, y se siguen marcando las carnes igual que sin ella",No aprieta tanto,es,apparel
59212,es_0610068,product_es_0076646,reviewer_es_0705548,2,"Si lo que quieres son unas gafas de moda, comprarlas, pero creo que los cristales no son de calidad","A la moda, pero poca calidad óptica",es,apparel
173941,es_0133877,product_es_0383438,reviewer_es_0132954,5,La gorra está muy guapa y es muy cómoda,Muy buena,es,apparel
132568,es_0712614,product_es_0204410,reviewer_es_0542922,4,Muy bien y justo para lo que me hacía falta.,Brutal,es,apparel
28809,es_0086094,product_es_0215938,reviewer_es_0759703,1,Distorsionan la imagen. Solo para llevarlas poco rato.,No recomendada,es,apparel
192641,es_0998114,product_es_0766865,reviewer_es_0272803,5,Llevo usando el cinturón hace unas 2 semanas. Me encanta el sistema de cierre. Gran calidad del material y la hebilla negro mate luce muy bien. Por comprar uno marrón ahora mismo. :),Excelente calidad y el sistema de cierre,es,apparel
175180,es_0322297,product_es_0606756,reviewer_es_0612129,5,Los compramos porque nos los recomendaron unas enfermeras y nos han ido genial.,Calcetines,es,apparel
130266,es_0876407,product_es_0294264,reviewer_es_0034435,4,Queda un poco más justo de lo que esperaba pero el tacto es genial. Queda parecido al de la foto. Se le puede dar muchísimo uso.,Estíbaliz,es,apparel
196857,es_0867843,product_es_0977489,reviewer_es_0728562,5,Me encantan se ve my bien y el diseño estupendo.esta muy bien,Se ve muy claro,es,apparel
61329,es_0988444,product_es_0277157,reviewer_es_0597280,2,No he notado mucha diferencia!,Decepcionante,es,apparel
35691,es_0996386,product_es_0839308,reviewer_es_0416579,1,"Un timo,no envía nada y Amazon no hace nada.",Engaño,es,apparel
101862,es_0226653,product_es_0861148,reviewer_es_0394942,3,Tenía una camiseta igual hace diez años y era de mucha más calidad. Esta pone que es 100% algodón pero al tacto no lo parece. Talla muy grande.,Calidad media-baja,es,apparel
38477,es_0445180,product_es_0710138,reviewer_es_0085444,1,"La textura no es muy elastica, y se transparenta. Me quedan bien de talla pero muy cortos.",Regular.,es,apparel
45221,es_0738654,product_es_0459763,reviewer_es_0019672,2,Me encanta este modelo de Ray-Ban pero su acabado en plasticucho me hace dudar incluso de si son originales el par que he recibido,plasticucho,es,apparel
36932,es_0928440,product_es_0474475,reviewer_es_0206865,1,Este producto en concreto aún no me ha llegado. El resto de los pedidos que hice el mismo día sí.,No me ha llegado,es,apparel
113625,es_0511051,product_es_0771102,reviewer_es_0661395,3,Calidad/ precio aceptables,Bien,es,apparel
128043,es_0255270,product_es_0338368,reviewer_es_0939039,4,"Por precio, buen producto. No es 100% como se ve el color en la foto y la tela es algodón, no es elástica. Se ajusta bien al cuerpo. Ante la duda entre dos tallas, cojer la menor.",Contenta con el resultado,es,apparel
37618,es_0374396,product_es_0455995,reviewer_es_0417405,1,No lo se no lo he recibido. No me ha llegado el pedido para cuando va a llegar el articulo,El producto,es,apparel
163649,es_0086298,product_es_0337362,reviewer_es_0699039,5,Muy contenta con la compra. Buena calidad.,Buena compra.,es,apparel
156554,es_0464856,product_es_0292138,reviewer_es_0518734,4,Son preciosos y de buena calidad. Con un tamaño perfecto. No le doy 5 estrellas porque tardaron bastante en llegar. Por lo demas muy contenta,Recomendados,es,apparel
99242,es_0822090,product_es_0816465,reviewer_es_0492595,3,"bien y cómodos, quizás algo finos, para mi gusto, deberían tener más cuerpo",calcetines,es,apparel
162200,es_0631334,product_es_0514595,reviewer_es_0291645,5,"El producto corresponde s la descripción del vendedor , es bonito y de muy buena calidad. Compre una talla mas grande de lo normal y queda bien.",Bonito,es,apparel
20421,es_0918979,product_es_0979722,reviewer_es_0104229,1,Todavía no lo he recibido,"Envio lento, todavía no lo he recibido",es,apparel
73599,es_0940329,product_es_0058072,reviewer_es_0027814,2,No es tan bonito como parece. Pero no da picor el tejido. No sujeta nada así que sólo es decorativo.,Regular,es,apparel
11596,es_0381470,product_es_0124898,reviewer_es_0770085,1,"La aleta de plástico se rompió enseguida, muy mala calidad. No quedamos nada contentos. La talla era correcta para la edad",Se rompió,es,apparel
30129,es_0707559,product_es_0503897,reviewer_es_0315401,1,La calidad muy mala con dos lavados se han agujereado no lo recomiendo,Mala calidad,es,apparel
151547,es_0657117,product_es_0147389,reviewer_es_0850867,4,"Sientan muy bien y son de muy buena calidad, La calidad es incluso mejor que lo que se ve en la foto",buena relacion calidad precio,es,apparel
70903,es_0462287,product_es_0956395,reviewer_es_0107977,2,"El vestido para que quede bien es para alguien con mucho pecho. Es demasiado amplio para el largo q tiene, necesita forro debajo de la falda y se abre constantemente sal caminar",No sienta bien si no tienes mucho pecho,es,apparel
161168,es_0193879,product_es_0093480,reviewer_es_0985957,5,Perfecto y buena calidad,Buena compra,es,apparel
22738,es_0472272,product_es_0392470,reviewer_es_0137730,1,La XXL es demasiado pequeña,Talla pequeña,es,apparel
145834,es_0404478,product_es_0602828,reviewer_es_0052151,4,"Buenos pañuelos para niños con dibujos alegres, tal y como los recordaba de mi infancia, y que no habia vuelto a ver.",Buenos pañuelos,es,apparel
124024,es_0132884,product_es_0211462,reviewer_es_0276922,4,"Más que un abrigo es un chubasquero. Algo abriga pero mejor llevarlo puesto con ropa gruesa debajo. Aún así, es ligero y como protector contra la lluvia es muy adecuado.",Está bien,es,apparel
112716,es_0945858,product_es_0605695,reviewer_es_0747112,3,El tamaño es el correcto pero almenos a mi me aprieta d las gomas . Se ve buen material espero a ver si se dan un poco,Buen material pero apretan,es,apparel
149973,es_0147572,product_es_0377410,reviewer_es_0910533,4,"La calidad es muy buena, pero ojo! Que brilla mas que el sol! Si es lo que estas buscando genial, yo creía que sería mas mate pero no. Se adapta genial al cuello y no le fué nada molesta a mi hijo.",Pajarita brillante,es,apparel
188382,es_0091722,product_es_0141784,reviewer_es_0375629,5,"Queda bien puesto, la talla también está bien un Pekín grande pero lo prefiero a que quede pequeño, es difícil acertar con esos tallajes pero queda bien puesto",Bien,es,apparel
90802,es_0873758,product_es_0229755,reviewer_es_0207875,3,Es bonito pero cuesta mucho volver a recuperar su forma una vez lo pliegas. Necesita mucha plancha y aún así no queda perfecto nunca,Regular,es,apparel
36121,es_0635902,product_es_0754751,reviewer_es_0254037,1,"Lo he devuelto porque el material del cinturón es pobre, el acabado no me parecía de suficiente calidad.",Calidad inferior,es,apparel
121434,es_0226609,product_es_0585427,reviewer_es_0418124,4,Me gusto el producto,😀,es,apparel
71037,es_0021137,product_es_0683084,reviewer_es_0533942,2,Muy muy finos y pequeños para un 45.,pequeñitos.,es,apparel
51883,es_0326719,product_es_0347646,reviewer_es_0184767,2,Encaja perfectamente y es muy bonito pero en las uniones de las dos partes de la tapa se está rompiendo y la parte trasera se ensucia muy fácil,Regular,es,apparel
154827,es_0212500,product_es_0405424,reviewer_es_0945681,4,"Es bueno y grande, pero ojo, motor de aire es pequeño y dentro te puedes cocer de calor, al mío se le caía el ventilador pero lo solucioné con una brida. Lo recomiendo.",Buen disfraz,es,apparel
81758,es_0292152,product_es_0532803,reviewer_es_0869486,3,"Es muy fácil de colocar y aporta una protección extra a la pantalla, muy útil para practicar deporte (en mi caso, ciclismo). Inconveniente: se pierde bastante sensibilidad en la pantalla.",Sencillez !!!,es,apparel
46163,es_0549039,product_es_0926327,reviewer_es_0606983,2,"es de muy mala calidad, no tiene tull vaporoso como la foto y no se parece en nada. es una porqueria",Nada que ver con la foto,es,apparel
165532,es_0566689,product_es_0802965,reviewer_es_0707593,5,"Me queda genial el artículo , y son muy responsables con los cambios de artículos . Estoy muy feliz por la compra",Excelente,es,apparel
153423,es_0628288,product_es_0473361,reviewer_es_0330207,4,"Recibidos rapidamente,llegaron dos pares como se anuncian,los calcetines estan bien confeccionados,pedi una talla 38-42 tengo un 42 y me quedan correctos y apretaditos,los calcetines pintan bien pero en este caso para mi que los queria usar para hacer TAICHI no me valen pues me frenan bastante con el contacto en el suelo,no obstante mi hermana que tiene un 38 se los he regalado y dice que le vienen genial para hacer pilates.asin que buena compra sobre todo para mi hermana jejeje,,,saludos",Correctos,es,apparel
142487,es_0495629,product_es_0317664,reviewer_es_0020420,4,Son originales y muy chulos,Se ven de calidad,es,apparel
25635,es_0184608,product_es_0661781,reviewer_es_0376145,1,"Esta muy mal hecho.no tiene nada que ver con la foto.de muy mala calidad.el relleno es horrible,mal cosido no encaja.muy feo.",M,es,apparel
98518,es_0411184,product_es_0052009,reviewer_es_0945154,3,Son muy grandes y con una estructura que parece muy endeble. Lo positivo su precio,Regular,es,apparel
85451,es_0615940,product_es_0479480,reviewer_es_0078110,3,"No es tan negro como en la foto, pero por el previo no está mal",Cumple,es,apparel
127581,es_0437504,product_es_0875570,reviewer_es_0880130,4,"Tienen buen tacto y un aspecto muy sólido y resistente, buenas protecciones para dedos y nudillos, y para el frío se los vè cálidos",Javier,es,apparel
131525,es_0962344,product_es_0755600,reviewer_es_0659544,4,Buen precio y queda muy bien,Buena compra.,es,apparel
30396,es_0106739,product_es_0722402,reviewer_es_0760356,1,"Es completamente inutil, no puedes manejar la pantalla ni la ruedecita. Dinero mal gastado. ADVERTENCIA!! ES UNA MERA CARCASA QUE NO PERMITE USAR EL RELOJ.",Dinero tirado a la basura. Una pena.,es,apparel
184457,es_0809281,product_es_0261695,reviewer_es_0327532,5,"muy buena calidad a un precio mas que asequible. talla un poco mas pequeña que lo habitual, pero ya estaba avisado asi que elegi la apropiada",gran compra,es,apparel
22255,es_0632452,product_es_0511753,reviewer_es_0223561,1,"Dan poca talla, no sirven para usar con el móvil",No sirven para usar el móvil,es,apparel
185322,es_0033978,product_es_0795895,reviewer_es_0263645,5,"Muy bien el servicio de Amazon y el producto, lo que esperaba. Lo que sí deja bastante de desear el servicio de transporte, en este caso seur. Llego tarde y no aviso de la llegada del paquete...",Laura,es,apparel
156739,es_0733085,product_es_0399960,reviewer_es_0599451,4,"Buenos calcetines de uso diario a un precio moderado, ademas, al contrario de lo que pueda parecer en la foto, las parejas vienen emparejadas del mismo color para los dos pies y no tienes que ir como un tonto de baba por la calle","No te fies de la foto,vienen bien emparejados",es,apparel
145208,es_0305598,product_es_0889479,reviewer_es_0094891,4,Están bien las gafas,Bueno,es,apparel
31436,es_0967463,product_es_0747152,reviewer_es_0501953,1,Pedi una devolucion y al momento ni me la gestionaron ni me hicieron el reembolso.,No solucionaron Devolucion,es,apparel
119344,es_0830628,product_es_0941693,reviewer_es_0369072,3,No avisaba que era tela de gasa. Demasiado estrecho de pecho pero bien lo demás. ha tardado,no es caro,es,apparel
131879,es_0976725,product_es_0522183,reviewer_es_0640051,4,"Huele un poco a cola, pero después de un lavado se va. Queda bien",Camiseta,es,apparel
118230,es_0422523,product_es_0081695,reviewer_es_0562896,3,"Suelta algo de pelusa, pero es tal y como se ve en la Foto, habrá que ver después de lavarlo. Es bastante suave. Buena compra.",Todo correcto,es,apparel
178596,es_0045975,product_es_0933458,reviewer_es_0168112,5,Muy chulo no incluye medias,Llego súper tarde rápido,es,apparel
74484,es_0502704,product_es_0807806,reviewer_es_0629851,2,"No lo he recibido aun, por un problema con el locker, a pesar de que ya me lo han cobrado",F. Javier Fernandez,es,apparel
129929,es_0885765,product_es_0356512,reviewer_es_0058254,4,"Cumplen con su función.Precio acorde a su calidad. Quiza el precio me parece un poco excesivo, pero dentro del mercado fueron las que mejor me parecieron.",Unas buenas gafas.,es,apparel
68440,es_0633483,product_es_0555283,reviewer_es_0471348,2,"Es muy barato, quizá no se pueda pedir más por ese precio, pero tengo otros polos de la misma marca con mayor calidad. Este es demasiado cutre, diría yo, además el algodón no es suave",Baja calidad,es,apparel
135418,es_0705458,product_es_0899611,reviewer_es_0891143,4,ha mi me queda muy bien,chula,es,apparel
89907,es_0408987,product_es_0727329,reviewer_es_0231926,3,La carcasa se raya fácilmente pero protege bien el movil,Carcasa no muy bonita,es,apparel
167844,es_0855169,product_es_0366814,reviewer_es_0913937,5,"No pesan nada, se ajustan bien aunque te muevas fuerte se quedan en su sitio y buena polarizacion, por ese precio buena compra.",Buena polarizacion,es,apparel
57058,es_0516712,product_es_0283483,reviewer_es_0218655,2,"No es lo que me esperaba, no es un producto de calidad y no parece que vaya a durar mucho, el sistema que tiene para estrechar la longitud no va bien.",Mala calidad,es,apparel
90893,es_0821951,product_es_0798498,reviewer_es_0433686,3,Demasiado frío para mi ojete.,Más grande de lo que me esperaba.,es,apparel
153327,es_0661793,product_es_0855376,reviewer_es_0338399,4,Están bien el árbol es muy bonito y kedan muy bien pero un poco pequeños,Muy chulos,es,apparel
118570,es_0110316,product_es_0741991,reviewer_es_0208946,3,"Cómodos y calientes pero se me caen todo el rato,un poco rollo,el elástico no aprieta casi nada y se bajan constantemente",Iris,es,apparel
10948,es_0713536,product_es_0398654,reviewer_es_0496209,1,No me ha gustado por q no me ha llegado el artículo lleva 3 semanas de retraso no se cuánto va a tardar mas y tampoco me devuelven el dinero,Mal servicio de envio,es,apparel
116266,es_0874592,product_es_0684791,reviewer_es_0668736,3,"Muy grande , y tela bastante mala calidad pero dado el precio .. seria aceptable, llego antes de los esperado",Calidad precio ok,es,apparel
188001,es_0944415,product_es_0737140,reviewer_es_0824363,5,"Son precious... Me encantan, muy sexys y me quedan fenomenal. No valen para chicas muy altas, yo mido 1,65 peso 55 kg. Quiero decir que de ancho podría valer para alguien de más peso quizás pero de altura tienes que tener cuidado por que a mi me quedan bien pero justas de altura, diría yo que muy muy justas. Conclusión:. Solo para personas delgadas y de poca estatura 1,60cm máximo.",Cliente Amazon,es,apparel
15960,es_0284582,product_es_0436927,reviewer_es_0705330,1,"Tejido transparente elástico de la cintura malísimo se baja no queda bien! Tardo en llegar un montón, eso sí muy barata.",Mala,es,apparel
121416,es_0340886,product_es_0189650,reviewer_es_0582838,4,Queda perfectamente adaptada. Muy bien asustada. Tiene una pega y es que no se conecta el Jack de los auriculares. Lo he tenido que recortar. A parte de eso muy bien.,Ajusta perfecto. Tacto agradable. Buen aspecto,es,apparel
78318,es_0840491,product_es_0309939,reviewer_es_0874193,2,"Éste producto no cumplió con mis expectativas, primero me llegó casi dos meses tarde, después me enviaban emails que el producto se había perdido, cuando me llegó y la abrí no era exactamente lo que había pedido, pedí la carcasa con el cristal, y sólo me vino la carcasa. Anteriormente he realizado varios pedidos y sin problema alguno, éste ha sido con el peor que me ha ido.",No satisfecha del todo,es,apparel
72694,es_0867504,product_es_0670686,reviewer_es_0932797,2,"Son pantalones bastante grandes. Yo uso una talla 36 y me quedan muy grandes de culo, los devolveré. La tela del chándal está bastante bien.",Grandes,es,apparel
98398,es_0953019,product_es_0933642,reviewer_es_0110652,3,Un poco amplios y se caen pero el hilo es bueno,suaves,es,apparel
40391,es_0186862,product_es_0495683,reviewer_es_0772628,2,Muy pequeña para su talla,Regular,es,apparel
102083,es_0101754,product_es_0931764,reviewer_es_0351506,3,"El tejido es cómodo, fino como lo esperaba, pero después de un día puestos terminé con el clásico tomate, roto en la punta. De los 6 pares ya le ha pasado a dos de ellos.",Rotos en la primera puesta.,es,apparel
133546,es_0951510,product_es_0986921,reviewer_es_0071604,4,El tallaje es pequeño,Buena Relación calidad precio,es,apparel
192644,es_0788297,product_es_0818778,reviewer_es_0945871,5,Todo genial y la talla perfecta . Todo está según la descripción . Estoy encantada .Volveré a repetir la compra,Perfecto,es,apparel
117504,es_0531655,product_es_0438428,reviewer_es_0016396,3,"Hay que poner sujetador, aplasta el pecho.",Para una emergencia puede ser útil,es,apparel
46049,es_0879582,product_es_0056039,reviewer_es_0933440,2,"El lazo d la cabeza, debería estar ya hecho y con una goma. Así, es imposible ponérselo a un bebé. El jersey, es incómodo para un bebé. Teniendo en cuenta q los bebés pasan gran parte del día tumbados, ya q tienes q hacerle el nudo en la espalda, y Le hace daño.",Incómodo para el bebé,es,apparel
75749,es_0693807,product_es_0290055,reviewer_es_0254867,2,"La cazadora no lleva protecciones ni se le pueden poner, como el resto de cazadoras para motoristas. Es una cazadora normal y corriente.",No es una cazadora de motorista,es,apparel
38578,es_0190218,product_es_0443630,reviewer_es_0818816,1,"Tela muy endeble, no lo recomiendo","Tela muy endeble, no lo recomiendo",es,apparel
199997,es_0484496,product_es_0358101,reviewer_es_0330744,5,Buena calidad. Satisfecha con la compra.,Buena calidad.,es,apparel
26170,es_0238644,product_es_0388198,reviewer_es_0770191,1,Es pequeña y la impresión del dibujo se ha marcado en otros sitios.,Sudadera Harry Potter,es,apparel
105690,es_0703455,product_es_0905843,reviewer_es_0422394,3,Se me cayo una vez o quizás dos y se rompió en la punta,.,es,apparel
116370,es_0154214,product_es_0580200,reviewer_es_0201611,3,"Vino con un hueco en la parte baja y a pesar de que la tela es muy simple y no queda del todo bien, por el precio normal, siguen quedando bonitos pero no te fies de estirar mucho con ellos.",Mal hecha,es,apparel
198510,es_0994069,product_es_0381207,reviewer_es_0203734,5,Quizá las tiras un poquito más anchas de lo que me esperaba y largas. Pero por suerte eso tiene arreglo.,Queda bien.,es,apparel
42769,es_0988985,product_es_0370935,reviewer_es_0275647,2,"La corbata está bien teniendo en cuenta su precio, pero el pañuelo sin más, pero el acabado de los gemelos es muy deficiente, hechos de una aleación barata y de cualquier manera. No repetiría con esta marca.",Justito,es,apparel
47324,es_0711182,product_es_0354417,reviewer_es_0161611,2,Lo mismo que el otro lo he pedido hace mucho tiempo y no me ha llegado,Espero llegue,es,apparel
168839,es_0956475,product_es_0174947,reviewer_es_0120827,5,"Perfecto, cómodo justo lo que esperaba",Perfecto,es,apparel
36328,es_0050085,product_es_0327056,reviewer_es_0742345,1,"Desgraciadamente, este producto NUNCA lo recibí. Se lo he comunicado hace unas semanas. Pero NUNCA tuve ni contestación al respecto, ni artículo encargado y pagado. La verdad estoy un poco defraudada.",Nunca lo recibí,es,apparel
158486,es_0893982,product_es_0175192,reviewer_es_0191476,4,"Estoy encantado con la camiseta. La talla es una poco pequeña, pero puedo llevarla perfectamente. El diseño y la calidad de la tela, perfectos.",Encantado con la camiseta,es,apparel
80321,es_0400411,product_es_0962131,reviewer_es_0932233,3,"La calidad del producto es buena, tengo una talla 58 y los ajustes quedan por la mitad, no creo que valga para una 55. Las hebillas de los laterales me quedan justo a la altura de las orejas y resultan algo incómodas. Respecto al color, estoy muy descontento ya que ponía azul oscuro y es azul marino, esto es por lo que pongo 3 estrellas y no 4.",Contento pero...,es,apparel
188010,es_0548907,product_es_0818688,reviewer_es_0401856,5,"Cumplen su función y son una monería, me encantan. van en el coche, y con los deditos fuera para poder trabajar.",Monísimos,es,apparel
116617,es_0054869,product_es_0785549,reviewer_es_0420167,3,"Calidad parece buena.Color y brillo muy bonitos. Pero los imanes no van, lo cual le quita gran parte de la gracia.",Bonitos pero el imán no funciona,es,apparel
164541,es_0491610,product_es_0197801,reviewer_es_0728496,5,Fué para un regalo y genial. Buena calidad relación precio. Los papás quedaron encantados con este kit completo. Acierto seguro.,Pijama azul real MADRID,es,apparel
78346,es_0761961,product_es_0819148,reviewer_es_0829754,2,"Pues eso, despues de 2 meses de uso, no muy excesivo al final se me termina partiendo por el puente, y no hice fuerza, aparte el material no es de cristal, es un plástico especial, creo que deberian reforzar el puente o usar algún tipo de material más resistente y elástico",Se rompe el puente fácilmente,es,apparel
96310,es_0458632,product_es_0143717,reviewer_es_0906657,3,Las gomas de silicona no sujetan bien...son algo pequeñas...pero por el precio no están mal en general...recomendable pero no demasiado,Carol,es,apparel
20706,es_0567307,product_es_0888991,reviewer_es_0885514,1,Le queda pequeña la parte de arriba y grande la parte de abajo. fatal. Muy mal,El tallaje desastroso,es,apparel
59295,es_0132910,product_es_0500833,reviewer_es_0605078,2,No se puede pedir mas por ese precio.,Aceptable,es,apparel
49893,es_0155627,product_es_0387969,reviewer_es_0503227,2,El producto es demasiado grande y de tejido grueso nada transpirable,No es lo que esperaba,es,apparel
178897,es_0120597,product_es_0127172,reviewer_es_0729331,5,Buena calidad y comodisimos,Mi esposo encantado,es,apparel
117546,es_0447144,product_es_0460684,reviewer_es_0947367,3,"Estan bien y ,,,es barato",Oscuros los cristales,es,apparel
9557,es_0740452,product_es_0760512,reviewer_es_0736494,1,"Pedí una XL que es la talla que mi marido tiene en España. Cuando llegó se lo probó y le quedaba como una M. Al descambiarlo, el vendedor me dijo que no se lo devolviera porque esta a en China, que me lo quedara y me reembolsaba el 60% y así fue. Como me gustaba, pedí la XXL (2 tallas de por medio) y hoy me ha llegado. Para mi sorpresa: ¡son ambos chalecos exactamente iguales! Le sigue quedando igual de pequeño. Es decir, otro timo. Por lo que, si buscas tallas grandes, no lo aconsejo.",Un timo,es,apparel
77964,es_0341513,product_es_0806358,reviewer_es_0116433,2,Un poco justos de tamaño y el material es de menos calidad ad de la esperada. Es mejor gastar un poco mas en otro producto mejor.,PSE,es,apparel
26630,es_0636410,product_es_0730764,reviewer_es_0342711,1,"No se corresponde nada con la Foto, el tejido malísimo",Disfraz,es,apparel
99393,es_0853957,product_es_0940303,reviewer_es_0189170,3,Al tener las patillas de madera no es posible ajustarlas debidamente. La unidad que me llegó tenía una patilla más alta que otra y no se pudo arreglar,Preciosas gafas de sol,es,apparel
140030,es_0393972,product_es_0799260,reviewer_es_0798053,4,He pedido una 2XL y corresponde a una XL un pelín justa. Este tipo de chalecos son ajustados al cuerpo. La verdad es que me ha sorprendido positivamente la calidad de confección. Ya veremos con uso más intenso,Buena relación calidad-precio,es,apparel
138180,es_0949232,product_es_0434629,reviewer_es_0270133,4,"Para mi gusto demasiado ajustados y gruesos, para deportes ligeros quizás pero para carreras, da sensación de comprimir las uñas, quizás las tallas no están bien calculadas, yo pedí para 40, quizás debí coger un número mas",Gruesos para correr,es,apparel
110036,es_0641411,product_es_0109628,reviewer_es_0709057,3,"No me acaba de convencer. El adorno del fondo baila un poco. No asienta, es decir, no queda bien cerrada alrededor del teléfono y creo que meterá suciedad muy rápido. En los botones no acaba de asentar bien. Por el precio, no se puede pedir mucho.","Correcta, adecuada al precio.",es,apparel
141419,es_0873917,product_es_0035830,reviewer_es_0410785,4,"No pensé fuera tan transparente . Y buen escote , menos mal tengo bastante pecho . El pedido llegó rápido antes de la fecha .",Pedí una talla más y perfecto .,es,apparel
56426,es_0007713,product_es_0463787,reviewer_es_0508450,2,"Mido 1,83 y compré el modelo XL, que en teoría debería abarcar hasta justo mi estatura. Pues de ancho bien, pero de alto se me queda muy corto el pantalón, falta como medio palmo para que llegue hasta el tobillo y la sensación es muy rara.",Pequeño,es,apparel
55930,es_0144581,product_es_0565938,reviewer_es_0229547,2,"Ojo con la talla, que son muy pequeñas",original pero pequeño,es,apparel
157136,es_0476571,product_es_0291964,reviewer_es_0942580,4,No ha tardado demasiado en llegar.Aunque es fino pero resulta calentito.Esta bien cumple su cometido.Se puede comprar sin ninguna duda,muy bien,es,apparel
26434,es_0979515,product_es_0976166,reviewer_es_0887368,1,No vale la pena gastar ese dinero en estos pantalones ... mala calidad. 2 veces puestos y ya hace pelotilla y se siente muy débil la tela,Mala calidad,es,apparel
132438,es_0778814,product_es_0969081,reviewer_es_0874861,4,Buena relación calidad-precio,Cumple espectativas,es,apparel
180965,es_0891405,product_es_0351107,reviewer_es_0015217,5,"Es chulo, pedí la talla M y me va perfectamente, llegó antes de la fecha, la textura muy agradable, sin duda pediré en más colores",Satisfecha,es,apparel
44896,es_0744001,product_es_0481703,reviewer_es_0678329,2,"Ha tardado dos meses en venir y no tiene nada que ver con la foto, la calidad es muy mala.",Alicia,es,apparel
186571,es_0136379,product_es_0178299,reviewer_es_0250842,5,Me encantó. El vestido perfecto. Me quedaba como un guante. Le gustó a todos. En la boda fué super original!!!,El mejor vestido para una boda,es,apparel
84243,es_0047831,product_es_0136255,reviewer_es_0715020,3,"El producto en sí está muy bién, aplana muy bién la barriga, estando cómoda pq no se claba nada, ni aprieta más q lo necesario por la parte de la barriga hasta por debajo de los pechos. La pata a modo culote largo la hace más bonita y util, tanto si se te juntan los muslos y por el roce molesta, como si no sucede esto. Puesta queda muy bién, no se ve como faja de vieja, se ve una prenda bonita qué estiliza mucho. Lo malo es q la parte de la faja q va desde la cintura hasta debajo del pecho, es doble tela y para verano te asas de calor, pero la parte de las patas, es tela más ligera. Hay q comprarse una o dos tallas más grande de la que use cada uno en España, porque si compras tu talla exacta queda muy estrecha, la parte de las patas corta y estás incomoda.",Prenda que estiliza mucho y queda muy bién,es,apparel
8410,es_0146733,product_es_0986863,reviewer_es_0286278,1,A pesar de la claridad en la talla pedida me envian otra mas grande y me toca hacer todos los tramites de la devolución,Pido una talla y me envían otra diferente,es,apparel
150654,es_0108900,product_es_0084468,reviewer_es_0433757,4,"Protege bien el móvil. Los dibujos son bonitos, pero el dibujo de los anillos no encaja con el logo, por lo que pierde gracia.",Anillos,es,apparel
53546,es_0439381,product_es_0444970,reviewer_es_0575020,2,"No era como yo esperaba, da muchisima talla de mas, y no se moldea al cuerpo queda suelto por todos los lados, asique es una pena de gasto de dinero para que os hagais una idea una L/ es en realidad una XXL. gracias",Sara,es,apparel
101603,es_0862900,product_es_0928917,reviewer_es_0498914,3,"No son muy antideslizantes, son comodos, calidos y comodos",Calcetines antideslizantes,es,apparel
99271,es_0430504,product_es_0798179,reviewer_es_0895311,3,"Las compré para un niño de 12 años, y les da caña, corriendo, jugando y tal ,son fuertes y se parecen a la marca Adidas, que tiene 3 rayas èsta tiene 4 ,las recomiendo",Parecidas a Adidas,es,apparel
1443,es_0132405,product_es_0485864,reviewer_es_0879826,1,"Un poco cutre la verdad. Pero claro, para lo que vale que quieres.... Demasiado pequeño para ser una L. Pedir una talla mas. Por lo demás bien",Regular,es,apparel
126617,es_0607931,product_es_0216405,reviewer_es_0198195,4,"Algo más pequeños de lo q esperaba, pero por lo demás genial, se corresponden con la descripción. Llegaron antes de fecha estimada.",Muy bien,es,apparel
15836,es_0469181,product_es_0322747,reviewer_es_0956703,1,"Pelandose después de poner solo una semana ,malo, a simple vista se ve bien pero no",Malo,es,apparel
49402,es_0103159,product_es_0283483,reviewer_es_0542707,2,"Calidad muy mediocre, se nota que es sintético y del malo",mediocre,es,apparel
77022,es_0972198,product_es_0095133,reviewer_es_0664976,2,Muy barato pero muy malo.,De juguete,es,apparel
46317,es_0537786,product_es_0215142,reviewer_es_0603066,2,"No es de verano. No transpira apenas y se llena de sudor. Si no la pusieran como gorra de verano, le daría seguramente 4 o 5 estrellas, porque los materiales no son malos y la gorra en sí está bien, pero como gorra transpirable y para llevar con el sol del verano, vale muy poco...",Muy bien si fuera para invierno,es,apparel
196683,es_0131917,product_es_0793757,reviewer_es_0406486,5,Es igual a la foto. Queda genial,"Calidad, precio y novedad",es,apparel
173281,es_0842375,product_es_0072218,reviewer_es_0910462,5,Me encanta la calidad y resistente,Muy buena,es,apparel
197523,es_0458106,product_es_0751097,reviewer_es_0412728,5,Bonito disfraz y con buen acabado,Buena compra,es,apparel
89957,es_0338059,product_es_0966847,reviewer_es_0650780,3,Tanto el gorro como los guantes me iban justos y no soy muy grande. Los he devuelto,Para adulto es un tamaño justo,es,apparel
184927,es_0619053,product_es_0628558,reviewer_es_0227116,5,Muy suaves y comodos,Buen conjunto,es,apparel
